contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),GROENLINKS,Partij voor de Dieren,CDA,Partij van de Ouderen (P.v.d.O.),DENK,Platform Amsterdam,destemvandestraat,Piratenpartij Amsterdam,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie,U-Buntu Connected Front UCF,Basisinkomen Partij (BIpartij),"blanco (van Oudenallen, H.F.M.)",Partij voor Iedereen,ChristenUnie,Amsterdam BIJ1,SAMEN Alle Mensen Één Nederland (SAMEN),Anti-Scooter Partij,Blije Burgers,Carryonthemove,QUEER,50PLUS,De Republikeinse Politieke Partij,28
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Vier Windstreken,0363::SB638,,1417,474,7,3,0,0,0,435,49,0,0,0,0,0,484,19,57,20,52,47,24,17,37,90,2,0,3,1,53,1,1,0,0,19,13,1,0,1,0,0,16,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Vier Windstreken,0363::SB639,,1391,506,5,12,0,0,0,433,91,1,0,1,0,0,524,18,55,20,53,44,14,9,33,143,0,2,4,0,58,0,0,1,3,22,8,0,0,4,0,0,15,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBA Molenwijk,0363::SB640,,1324,936,3,7,0,2,0,863,81,0,2,0,0,0,944,83,116,81,88,140,66,38,83,47,7,0,13,4,98,3,0,0,1,24,12,4,2,0,0,0,25,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS de Bonkelaar,0363::SB641,,1098,367,5,1,0,1,0,338,36,0,0,1,0,0,374,28,37,36,47,45,14,16,29,35,1,0,6,3,50,0,1,0,0,4,5,4,0,0,0,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Cordaan - Het Anker,0363::SB642,,999,386,4,4,0,3,0,362,35,0,0,3,0,0,397,16,32,29,41,72,33,13,26,18,0,3,0,0,65,2,1,0,1,5,8,0,0,0,0,0,21,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Cordaan - Het Anker,0363::SB643,,987,371,0,1,2,0,0,340,30,0,2,0,0,0,370,33,36,16,51,59,29,5,32,22,2,0,5,4,45,2,0,0,1,8,6,1,1,0,0,0,13,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau SBO De Zeppelin,0363::SB644,,1358,595,0,2,0,4,0,563,38,0,0,4,0,0,601,25,47,46,82,98,48,14,64,13,1,3,7,2,103,0,3,1,0,15,5,0,0,0,0,0,18,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Orion College Amsterdam,0363::SB645,,1269,520,3,4,0,1,0,480,50,2,0,3,0,0,530,52,69,41,59,121,54,12,24,5,0,2,14,1,36,1,1,0,0,4,5,0,2,0,0,0,14,1,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBA van der Pek,0363::SB646,,1135,638,10,7,0,5,0,589,61,0,5,0,0,0,650,57,66,13,71,164,64,5,12,70,0,2,19,1,31,2,1,2,0,16,29,5,0,0,0,0,5,1,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Tolhuis,0363::SB647,,1013,582,1,2,0,0,0,546,39,0,0,0,0,0,585,107,59,71,30,138,56,17,10,12,2,0,13,0,33,1,2,1,0,11,13,0,1,0,0,2,2,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurtcentrum De Valk,0363::SB648,,954,413,5,4,0,0,0,381,41,0,0,0,0,0,422,35,47,20,73,98,32,6,5,30,3,0,5,2,30,1,1,0,1,12,4,1,0,0,0,1,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Twiskehuis,0363::SB649,,1224,560,6,0,0,1,0,527,40,0,0,1,0,0,567,41,45,29,68,63,51,13,77,17,2,0,7,0,80,1,2,5,0,11,7,2,0,1,0,3,35,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurtcentrum De Evenaar,0363::SB650,,1151,639,7,6,0,0,0,590,65,0,3,0,3,0,655,31,54,47,78,74,48,18,59,25,1,4,12,3,120,1,3,0,0,13,12,6,1,1,0,0,27,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS Twiskeschool,0363::SB651,,1130,667,6,4,0,0,0,599,78,0,0,0,0,0,677,89,42,51,63,138,50,32,51,16,1,0,5,2,94,0,0,0,0,14,4,0,0,0,0,1,14,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS Twiskeschool,0363::SB652,,1129,703,5,1,0,4,0,636,69,0,4,0,0,0,705,93,71,69,57,111,41,29,53,12,0,0,8,4,98,6,1,1,0,15,4,1,2,0,0,1,26,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Krijtmolen,0363::SB654,,1070,426,5,2,0,0,0,387,46,0,0,0,0,0,433,36,46,37,40,55,24,10,43,30,1,2,6,0,61,0,1,1,0,12,8,1,0,0,0,2,10,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Vijfsterren,0363::SB655,,971,449,6,2,0,3,0,405,55,0,0,3,0,0,460,32,41,49,27,57,14,28,15,124,4,1,1,0,16,0,1,0,0,21,12,3,0,0,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool de Satelliet,0363::SB656,,998,453,1,3,0,0,0,412,45,0,0,0,0,0,457,45,40,32,62,80,38,6,34,13,3,2,9,0,63,0,1,1,0,5,5,1,1,0,0,0,11,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dorpshuis de Beke,0363::SB657,,852,597,3,0,0,0,0,532,68,0,0,0,0,0,600,92,75,89,37,94,51,58,22,1,0,0,3,5,34,0,0,0,0,17,4,0,0,0,0,0,13,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool Cosmicus Impuls,0363::SB658,,980,316,3,3,0,0,0,288,36,0,0,0,0,0,322,27,46,15,41,53,18,7,11,41,1,0,4,2,26,0,0,0,0,13,5,0,0,0,0,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Stichting !Woon team noord,0363::SB659,,1095,387,0,6,2,0,0,347,44,0,2,0,0,0,391,32,41,28,43,46,19,13,22,82,1,2,2,1,30,0,0,0,1,9,7,0,0,0,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Het Anker,0363::SB660,,1359,615,0,6,0,0,0,579,45,3,0,3,0,0,624,48,53,25,72,83,50,16,62,28,0,3,8,1,107,0,4,1,0,13,17,2,0,0,1,1,19,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Driemaster,0363::SB661,,927,308,2,3,0,0,0,265,48,0,0,0,0,0,313,25,41,18,31,41,25,9,23,31,3,3,7,1,21,5,0,0,1,12,2,4,0,1,0,0,3,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buiksloterkerk,0363::SB663,,995,660,2,5,0,0,0,602,65,0,0,0,0,0,667,84,75,51,41,161,38,30,24,51,0,2,7,0,45,0,2,1,0,20,13,3,2,0,0,0,9,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool IKC Noordrijk,0363::SB665,,1227,750,5,4,0,0,0,706,53,0,0,0,0,0,759,106,69,77,52,180,57,15,19,71,2,3,12,0,53,3,3,0,0,9,11,2,1,0,0,1,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Krijtmolen,0363::SB667,,1070,427,2,1,0,0,0,374,56,0,0,0,0,0,430,41,51,38,51,41,18,20,33,45,3,3,5,0,40,1,0,1,2,10,15,0,0,1,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Kerk de Ark,0363::SB670,,1231,338,6,4,0,0,0,315,33,0,0,0,0,0,348,31,27,29,30,46,12,11,14,73,1,2,2,0,12,1,0,0,1,24,14,2,0,0,0,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Vrije school Kairos,0363::SB671,,735,381,1,0,0,0,0,345,37,0,0,0,0,0,382,51,41,23,28,116,48,8,18,2,0,1,3,1,19,0,1,0,0,7,6,0,1,0,0,0,6,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Protestantse Gemeente Nieuwendam,0363::SB672,,960,542,2,0,0,3,0,498,49,0,0,3,0,0,547,80,74,40,59,133,59,17,23,1,1,1,2,2,27,0,0,0,0,5,5,1,1,0,0,0,10,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau S.O. De Heldring,0363::SB673,,848,341,0,2,0,0,0,321,22,0,0,0,0,0,343,67,35,23,18,115,29,7,2,3,1,0,11,0,21,0,0,0,0,0,5,0,2,0,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Stichting Al-Houda,0363::SB674,,1077,403,6,4,0,1,0,367,47,0,0,1,0,0,414,41,85,27,37,33,12,21,15,61,3,4,1,2,27,0,1,2,1,10,9,1,1,1,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS De Vijfsterren,0363::SB675,,973,383,5,4,0,0,0,347,45,0,0,0,0,0,392,39,39,35,22,46,13,23,4,98,3,3,2,2,18,2,0,0,0,19,8,0,0,0,0,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gereformeerde Gemeente Amsterdam,0363::SB676,,1261,324,1,2,0,0,0,320,7,0,0,0,0,0,327,31,38,25,41,20,15,10,45,11,0,0,4,1,61,0,0,0,1,3,0,1,1,1,0,0,15,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Stadsloket Zuidoost,0363::SB701,,1409,506,9,11,0,0,0,470,56,0,0,0,0,0,526,23,55,27,42,72,14,7,10,37,32,5,8,1,14,20,1,2,0,53,60,7,1,0,1,2,12,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Stadsloket Zuidoost,0363::SB702,,1384,519,5,6,0,0,0,502,29,1,0,1,0,0,531,41,62,26,39,54,21,10,9,37,33,4,2,2,16,24,2,0,1,52,67,12,0,0,0,0,4,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool Klaverblad,0363::SB703,,1136,316,1,2,0,0,0,294,24,0,1,0,1,0,318,31,32,18,14,76,17,10,5,13,11,0,13,0,13,4,0,0,0,24,24,4,2,0,0,0,3,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurthuis Holendrecht,0363::SB704,,1347,512,4,3,0,0,0,464,56,1,0,1,0,0,520,31,70,20,73,63,13,15,20,19,29,2,8,0,35,7,2,1,0,60,26,3,1,0,0,0,14,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Wooncentrum De Venser,0363::SB706,,1468,431,4,3,0,1,0,404,33,0,1,0,0,0,437,34,56,41,59,42,28,11,14,28,13,4,2,1,19,10,2,0,0,32,27,5,0,0,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Wooncentrum De Venser,0363::SB707,,1520,364,6,5,0,2,0,342,31,0,2,0,0,0,373,35,46,21,25,48,13,15,12,20,12,1,8,0,22,22,2,0,0,26,27,2,0,0,0,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Wooncentrum De Drecht,0363::SB708,,1383,428,5,4,0,1,0,402,33,0,2,0,1,0,435,32,46,22,67,40,18,14,13,21,18,1,3,1,11,25,2,1,1,42,30,2,0,0,2,0,16,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Wooncentrum De Drecht,0363::SB709,,1410,419,6,9,0,0,0,396,38,0,0,0,0,0,434,20,68,15,69,48,13,5,21,16,15,3,3,1,11,12,1,0,0,56,23,2,0,0,7,0,10,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurthuis Gein,0363::SB712,,1571,468,2,6,0,2,0,444,34,0,0,2,0,0,478,38,65,21,55,55,28,8,12,9,29,5,14,4,22,7,3,0,0,46,32,5,0,0,0,0,9,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurthuis Gein,0363::SB713,,1605,485,6,9,0,0,0,460,40,0,0,0,0,0,500,43,30,17,63,55,41,8,10,19,18,2,8,1,33,8,2,0,0,53,30,9,0,0,1,1,31,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau School De Ster,0363::SB714,,1454,530,4,2,0,2,0,484,50,0,0,2,0,0,534,28,69,36,79,75,32,16,19,9,12,3,7,4,59,10,1,0,1,26,15,8,0,2,0,0,18,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau School De Ster,0363::SB715,,1514,531,6,6,0,5,0,492,56,0,0,5,0,0,548,28,71,25,68,83,31,10,22,10,11,5,5,1,41,10,6,1,0,48,25,4,0,0,1,0,25,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Jongerencentrum No Limit,0363::SB718,,1577,668,6,13,0,0,0,632,58,3,0,3,0,0,690,48,84,23,50,94,17,17,12,45,60,2,7,2,29,19,3,1,1,101,44,3,0,1,0,0,5,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Station Amsterdam Bijlmer Arena,0363::SB720,,0,737,7,5,0,0,0,714,35,0,0,0,0,0,749,157,61,109,32,135,31,18,13,23,7,1,15,7,28,19,1,0,0,40,23,7,2,1,0,0,5,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau School Het Gein,0363::SB722,,1339,838,3,8,0,0,0,749,100,0,0,0,0,0,849,73,125,82,92,118,56,39,42,6,6,5,9,2,76,2,1,2,1,36,20,7,2,0,1,0,35,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau School Het Gein,0363::SB723,,1382,695,2,3,1,0,0,650,48,0,2,0,0,0,698,64,100,68,81,98,36,31,29,8,5,4,9,3,72,2,0,0,2,24,23,7,0,0,2,0,27,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Academisch Medisch Centrum (AMC),0363::SB727,,0,380,1,6,0,0,0,368,19,0,0,0,0,0,387,96,35,48,10,92,23,12,4,15,1,1,4,1,13,1,1,0,0,17,3,1,1,0,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Serviceflat Koornhorst,0363::SB728,,1678,536,3,9,2,0,0,506,44,0,0,2,0,0,550,34,67,25,52,71,30,14,12,45,22,0,5,1,33,13,0,0,1,64,24,9,0,0,0,0,13,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Woongroep Surinaamse Ouderen,0363::SB729,,1338,331,5,1,0,2,0,306,33,0,0,2,0,0,339,22,51,16,44,39,20,11,21,9,5,1,1,2,16,11,0,1,1,25,16,4,1,0,2,0,12,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Woongroep Surinaamse Ouderen,0363::SB730,,1406,396,4,4,1,0,0,368,37,0,0,1,0,0,405,30,57,21,57,40,19,14,15,7,13,1,2,1,20,7,0,0,0,43,29,9,0,2,2,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Woon-en zorgcentrum Nellestein,0363::SB731,,1127,595,7,3,0,1,0,570,34,0,1,0,0,0,604,54,78,44,68,86,77,18,19,6,2,1,12,0,67,8,5,0,1,19,13,2,0,0,0,0,13,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Buurtcentrum De Bonte Kraai,0363::SB732,,1603,900,15,19,5,0,0,860,79,0,0,5,0,0,939,88,87,49,57,191,37,18,14,54,40,5,13,2,31,25,0,2,1,106,57,14,1,0,0,1,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Serviceflat Garstkamp,0363::SB733,,1687,754,5,2,0,5,0,691,75,0,0,5,0,0,766,88,105,96,77,105,43,29,25,29,12,0,7,1,56,12,1,0,0,29,25,1,0,0,0,0,13,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Serviceflat Garstkamp,0363::SB734,,1679,627,2,3,0,0,0,558,74,0,0,0,0,0,632,61,97,64,46,88,51,20,22,25,4,1,5,3,47,9,0,1,0,29,22,2,0,0,1,1,28,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Evean Henriette Roland Holst,0363::SB735,,1245,431,7,4,0,0,0,402,40,0,0,0,0,0,442,14,53,14,59,46,24,3,27,17,21,4,1,1,14,21,1,0,0,57,40,1,1,0,1,0,11,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Evean Henriette Roland Holst,0363::SB736,,1248,330,4,9,0,0,0,311,32,0,0,0,0,0,343,13,31,12,33,44,17,9,14,15,19,2,2,0,17,13,1,1,0,32,33,4,1,0,0,0,17,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Matchzo,0363::SB738,,1245,680,2,2,0,4,0,639,49,0,0,4,0,0,688,87,63,124,54,80,46,44,47,7,0,1,7,3,59,0,5,0,0,9,5,0,4,2,3,0,28,2,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Bijlmerdrieschool,0363::SB739,,1311,465,4,5,0,6,0,414,66,0,0,6,0,0,480,33,51,35,29,54,29,14,10,46,14,0,8,4,22,19,2,2,2,61,17,6,0,0,2,1,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Open Schoolgemeenschap Bijlmer,0363::SB740,,1440,434,2,7,6,0,0,382,55,0,6,0,0,0,437,35,55,20,39,65,14,11,9,38,21,3,4,0,11,7,0,0,0,38,49,5,2,1,0,0,5,2,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Open Schoolgemeenschap Bijlmer,0363::SB741,,1431,409,4,9,7,0,0,373,56,0,0,7,0,0,429,20,67,28,25,53,10,7,8,43,15,2,3,1,19,7,0,0,0,49,39,10,0,2,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool Polsstok,0363::SB742,,1415,525,4,1,0,0,0,470,60,0,0,0,0,0,530,50,51,28,29,120,20,11,9,43,16,4,2,0,26,4,3,0,1,63,38,3,0,0,2,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Academisch Medisch Centrum (AMC),0363::SB743,,0,390,1,0,0,0,0,367,24,0,0,0,0,0,391,118,41,47,20,84,16,11,4,6,2,1,2,3,12,0,2,1,0,8,8,0,1,0,0,0,1,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool Klaverblad,0363::SB745,,1173,291,4,1,0,0,0,283,13,0,0,0,0,0,296,41,26,24,17,55,16,5,3,17,4,0,13,0,18,2,1,0,1,26,18,0,0,0,0,0,3,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Stichting MaDi,0363::SB746,,1864,474,6,7,5,0,0,465,27,0,0,5,0,0,492,29,44,22,30,41,9,10,7,68,47,1,4,0,14,21,0,0,0,76,30,9,0,0,1,0,11,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Jongerencentrum No Limit,0363::SB747,,1595,514,6,12,0,0,0,486,44,0,2,0,2,0,530,52,60,23,30,77,17,6,4,40,40,5,6,0,15,15,1,0,0,62,48,5,0,0,0,1,6,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Praktijkcollege de Dreef,0363::SB751,,1511,469,7,7,0,3,0,430,50,0,3,0,0,0,480,41,38,14,39,57,20,9,13,32,40,1,7,3,19,13,2,0,0,59,52,2,2,0,2,1,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Praktijkcollege de Dreef,0363::SB752,,1557,437,9,9,0,0,0,422,33,0,0,0,0,0,455,45,61,16,34,52,12,5,11,28,33,3,2,1,18,16,3,0,3,50,37,4,0,0,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Wijkcentrum Ala Kondre,0363::SB753,,1903,288,4,5,0,0,0,297,0,0,0,0,0,0,297,23,29,16,32,23,10,4,6,15,15,3,3,1,9,8,0,0,0,57,23,2,0,0,3,0,5,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Lotusschool,0363::SB754,,1591,870,7,4,0,1,0,794,89,1,0,2,0,0,883,66,139,66,124,119,31,33,37,19,8,8,12,4,85,4,1,2,0,53,21,3,0,0,5,0,29,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBS Nellestein,0363::SB755,,1258,521,4,1,0,2,0,501,28,1,0,3,0,0,529,56,65,40,60,86,52,24,17,2,5,1,7,3,37,2,0,0,1,22,18,5,2,2,0,1,13,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBA Bijlmerplein/Imagine IC,0363::SB756,,1373,336,3,2,0,0,0,298,43,0,0,0,0,0,341,29,48,11,21,61,6,9,6,27,12,0,8,4,17,8,0,0,3,25,31,4,0,0,0,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool Mobiel,0363::SB757,,1345,616,2,5,0,0,0,562,61,0,0,0,0,0,623,59,91,31,80,96,31,17,29,17,9,0,3,0,41,3,1,0,0,48,27,7,1,1,2,0,20,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool Mobiel,0363::SB758,,1327,628,4,5,14,0,0,596,55,0,0,14,0,0,651,48,73,32,87,93,38,31,18,25,16,4,9,2,35,13,0,0,1,41,35,3,0,0,5,1,18,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool Shri Laksmi,0363::SB762,,1792,559,4,11,0,1,0,488,87,0,0,1,0,0,575,35,62,36,31,78,14,11,13,85,26,3,5,0,17,28,0,1,0,45,60,4,1,1,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Sporthal Gaasperdam,0363::SB765,,1302,419,5,4,0,0,0,388,40,0,0,0,0,0,428,42,48,21,63,65,23,10,8,14,10,0,3,0,26,1,0,0,0,21,23,10,1,0,6,0,22,1,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau SG Reigersbos,0363::SB766,,1390,428,3,3,0,1,0,404,29,0,1,0,0,0,433,38,57,29,58,63,19,10,6,11,11,1,5,3,37,2,0,0,0,28,31,1,0,0,0,2,16,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool De Achtsprong,0363::SB767,,1453,317,4,7,0,0,0,298,31,1,0,1,0,0,329,29,42,22,14,50,12,9,8,30,26,2,1,1,15,6,1,0,0,31,14,4,0,0,0,0,0,0,0
